iShares Core S&P Mid-Cap ETF
Fund Holdings as of,"Feb 12, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"1,563,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"AMH","AMERICAN HOMES RENT REIT CLASS A","EQUITY","Real Estate","Equity","331,748,180.16","331,748,180.16","10,541,728.00","31.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.30","0.30"
"JAZZ","JAZZ PHARMACEUTICALS PLC","EQUITY","Health Care","Equity","326,734,407.63","326,734,407.63","1,964,847.00","166.29","United States","NASDAQ","USD","1.00","USD","-","0.30","0.30"
"SAIA","SAIA INC","EQUITY","Industrials","Equity","326,602,818.36","326,602,818.36","861,567.00","379.08","United States","NASDAQ","USD","1.00","USD","-","0.30","0.30"
"WTFC","WINTRUST FINANCIAL CORP","EQUITY","Financials","Equity","325,992,714.06","325,992,714.06","2,165,489.00","150.54","United States","NASDAQ","USD","1.00","USD","-","0.29","0.30"
"EGP","EASTGROUP PROPERTIES REIT INC","EQUITY","Real Estate","Equity","322,734,845.40","322,734,845.40","1,722,171.00","187.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.29","0.29"
"AR","ANTERO RESOURCES CORP","EQUITY","Energy","Equity","320,400,566.43","320,400,566.43","9,476,503.00","33.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.29","0.29"
"CGNX","COGNEX CORP","EQUITY","Information Technology","Equity","317,949,685.63","317,949,685.63","5,419,289.00","58.67","United States","NASDAQ","USD","1.00","USD","-","0.29","0.29"
"CR","CRANE","EQUITY","Industrials","Equity","316,620,400.00","316,620,400.00","1,583,102.00","200.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.29","0.29"
"WAL","WESTERN ALLIANCE","EQUITY","Financials","Equity","314,615,937.96","314,615,937.96","3,337,746.00","94.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","EQUITY","Industrials","Equity","314,434,687.30","314,434,687.30","5,249,327.00","59.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"GMED","GLOBUS MEDICAL INC CLASS A","EQUITY","Health Care","Equity","314,202,025.76","314,202,025.76","3,602,408.00","87.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","EQUITY","Financials","Equity","313,808,382.30","313,808,382.30","7,361,210.00","42.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"GME","GAMESTOP CORP CLASS A","EQUITY","Consumer Discretionary","Equity","313,393,792.32","313,393,792.32","13,324,566.00","23.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"TTC","TORO","EQUITY","Industrials","Equity","311,469,923.40","311,469,923.40","3,164,380.00","98.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"TTMI","TTM TECHNOLOGIES INC","EQUITY","Information Technology","Equity","308,498,812.79","308,498,812.79","3,341,263.00","92.33","United States","NASDAQ","USD","1.00","USD","-","0.28","0.28"
"AYI","ACUITY INC","EQUITY","Industrials","Equity","308,020,795.12","308,020,795.12","983,338.00","313.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","EQUITY","Industrials","Equity","305,663,825.91","305,663,825.91","3,922,287.00","77.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.28","0.28"
"COLB","COLUMBIA BANKING SYSTEM INC","EQUITY","Financials","Equity","302,252,156.25","302,252,156.25","9,672,069.00","31.25","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"TTEK","TETRA TECH INC","EQUITY","Industrials","Equity","301,432,197.00","301,432,197.00","8,452,950.00","35.66","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"OGE","OGE ENERGY CORP","EQUITY","Utilities","Equity","300,566,710.62","300,566,710.62","6,514,233.00","46.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"AAL","AMERICAN AIRLINES GROUP INC","EQUITY","Industrials","Equity","299,883,157.85","299,883,157.85","21,343,997.00","14.05","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"COKE","COCA COLA CONSOLIDATED INC","EQUITY","Consumer Staples","Equity","299,407,300.00","299,407,300.00","1,829,000.00","163.70","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"MEDP","MEDPACE HOLDINGS INC","EQUITY","Health Care","Equity","299,363,662.20","299,363,662.20","719,555.00","416.04","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"AMG","AFFILIATED MANAGERS GROUP INC","EQUITY","Financials","Equity","299,211,604.20","299,211,604.20","909,596.00","328.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"ATR","APTARGROUP INC","EQUITY","Materials","Equity","298,142,127.07","298,142,127.07","2,121,857.00","140.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"CFR","CULLEN FROST BANKERS INC","EQUITY","Financials","Equity","297,957,945.03","297,957,945.03","2,067,573.00","144.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","EQUITY","Industrials","Equity","297,920,026.56","297,920,026.56","886,192.00","336.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"UMBF","UMB FINANCIAL CORP","EQUITY","Financials","Equity","297,795,214.31","297,795,214.31","2,308,669.00","128.99","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"VMI","VALMONT INDS INC","EQUITY","Industrials","Equity","297,655,735.44","297,655,735.44","636,942.00","467.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"AHR","AMERICAN HEALTHCARE REIT INC","EQUITY","Real Estate","Equity","295,745,662.30","295,745,662.30","5,720,419.00","51.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"GTLS","CHART INDUSTRIES INC","EQUITY","Industrials","Equity","295,295,172.48","295,295,172.48","1,429,032.00","206.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.27","0.27"
"HALO","HALOZYME THERAPEUTICS INC","EQUITY","Health Care","Equity","292,495,992.00","292,495,992.00","3,802,600.00","76.92","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"HLI","HOULIHAN LOKEY INC CLASS A","EQUITY","Financials","Equity","292,272,789.57","292,272,789.57","1,762,697.00","165.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"DINO","HF SINCLAIR CORP","EQUITY","Energy","Equity","290,152,132.44","290,152,132.44","5,055,796.00","57.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"AFG","AMERICAN FINANCIAL GROUP INC","EQUITY","Financials","Equity","288,767,274.00","288,767,274.00","2,238,506.00","129.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"JEF","JEFFERIES FINANCIAL GROUP INC","EQUITY","Financials","Equity","288,577,369.60","288,577,369.60","5,336,120.00","54.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"LFUS","LITTELFUSE INC","EQUITY","Information Technology","Equity","287,704,721.92","287,704,721.92","805,264.00","357.28","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"ZION","ZIONS BANCORPORATION","EQUITY","Financials","Equity","287,349,407.41","287,349,407.41","4,774,039.00","60.19","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","EQUITY","Real Estate","Equity","287,231,892.44","287,231,892.44","9,897,722.00","29.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"KNSL","KINSALE CAPITAL GROUP INC","EQUITY","Financials","Equity","286,576,254.00","286,576,254.00","714,654.00","401.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"CMC","COMMERCIAL METALS","EQUITY","Materials","Equity","286,192,359.44","286,192,359.44","3,588,169.00","79.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"DOCU","DOCUSIGN INC","EQUITY","Information Technology","Equity","284,432,034.60","284,432,034.60","6,502,790.00","43.74","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"CUBE","CUBESMART REIT","EQUITY","Real Estate","Equity","284,253,128.10","284,253,128.10","7,373,622.00","38.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"ADC","AGREE REALTY REIT CORP","EQUITY","Real Estate","Equity","284,129,489.98","284,129,489.98","3,710,231.00","76.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"ALV","AUTOLIV INC","EQUITY","Consumer Discretionary","Equity","282,856,161.92","282,856,161.92","2,259,776.00","125.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.26","0.26"
"SSD","SIMPSON MANUFACTURING INC","EQUITY","Industrials","Equity","280,460,649.70","280,460,649.70","1,340,570.00","209.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.25","0.25"
"RRC","RANGE RESOURCES CORP","EQUITY","Energy","Equity","280,254,304.64","280,254,304.64","7,661,408.00","36.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.25","0.25"
"ARWR","ARROWHEAD PHARMACEUTICALS INC","EQUITY","Health Care","Equity","278,973,403.18","278,973,403.18","4,472,161.00","62.38","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"AGCO","AGCO CORP","EQUITY","Industrials","Equity","278,240,529.27","278,240,529.27","2,002,739.00","138.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.25","0.25"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","EQUITY","Real Estate","Equity","277,095,250.88","277,095,250.88","7,511,392.00","36.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.25","0.25"
"ONB","OLD NATIONAL BANCORP","EQUITY","Financials","Equity","274,058,440.10","274,058,440.10","11,245,730.00","24.37","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"R","RYDER SYSTEM INC","EQUITY","Industrials","Equity","271,575,983.91","271,575,983.91","1,305,591.00","208.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.25","0.25"
"NNN","NNN REIT INC","EQUITY","Real Estate","Equity","267,936,062.11","267,936,062.11","6,141,097.00","43.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"MANH","MANHATTAN ASSOCIATES INC","EQUITY","Information Technology","Equity","267,797,029.60","267,797,029.60","1,948,465.00","137.44","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"UGI","UGI CORP","EQUITY","Utilities","Equity","265,892,920.32","265,892,920.32","6,949,632.00","38.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"CRBG","COREBRIDGE FINANCIAL INC","SWAP","Financials","Equity","0.00","261,897,704.64","8,609,392.00","30.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","-"
"ARW","ARROW ELECTRONICS INC","EQUITY","Information Technology","Equity","259,236,318.60","259,236,318.60","1,665,615.00","155.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"PRI","PRIMERICA INC","EQUITY","Financials","Equity","258,051,031.56","258,051,031.56","1,032,039.00","250.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"DAR","DARLING INGREDIENTS INC","EQUITY","Consumer Staples","Equity","257,328,656.91","257,328,656.91","5,114,861.00","50.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"CYTK","CYTOKINETICS INC","EQUITY","Health Care","Equity","257,130,371.76","257,130,371.76","3,953,419.00","65.04","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"NFG","NATIONAL FUEL GAS","EQUITY","Utilities","Equity","250,140,434.60","250,140,434.60","2,921,860.00","85.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"MP","MP MATERIALS CORP CLASS A","EQUITY","Materials","Equity","249,561,096.60","249,561,096.60","4,355,342.00","57.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","EQUITY","Real Estate","Equity","248,433,459.18","248,433,459.18","4,281,859.00","58.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"ESAB","ESAB CORP","EQUITY","Industrials","Equity","247,108,140.30","247,108,140.30","1,845,330.00","133.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"IDA","IDACORP INC","EQUITY","Utilities","Equity","247,093,022.61","247,093,022.61","1,747,599.00","141.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"MIDD","MIDDLEBY CORP","EQUITY","Industrials","Equity","245,811,315.36","245,811,315.36","1,498,484.00","164.04","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","EQUITY","Industrials","Equity","242,015,688.60","242,015,688.60","3,884,682.00","62.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"AVAV","AEROVIRONMENT INC","EQUITY","Industrials","Equity","241,891,926.24","241,891,926.24","1,028,802.00","235.12","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"MSA","MSA SAFETY INC","EQUITY","Industrials","Equity","241,665,809.24","241,665,809.24","1,190,003.00","203.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","EQUITY","Consumer Discretionary","Equity","241,526,338.36","241,526,338.36","3,484,223.00","69.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"EXP","EAGLE MATERIALS INC","EQUITY","Materials","Equity","241,228,765.95","241,228,765.95","1,036,785.00","232.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"INGR","INGREDION INC","EQUITY","Consumer Staples","Equity","240,784,737.42","240,784,737.42","2,054,302.00","117.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"TEX","TEREX CORP","EQUITY","Industrials","Equity","240,731,028.81","240,731,028.81","3,669,121.00","65.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"LAD","LITHIA MOTORS INC CLASS A","EQUITY","Consumer Discretionary","Equity","238,767,509.04","238,767,509.04","784,104.00","304.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"VNOM","VIPER ENERGY INC CLASS A","EQUITY","Energy","Equity","238,164,643.69","238,164,643.69","5,446,253.00","43.73","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"FLR","FLUOR CORP","EQUITY","Industrials","Equity","238,029,573.82","238,029,573.82","5,211,946.00","45.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"GXO","GXO LOGISTICS INC","EQUITY","Industrials","Equity","237,992,579.40","237,992,579.40","3,701,860.00","64.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"PLNT","PLANET FITNESS INC CLASS A","EQUITY","Consumer Discretionary","Equity","237,900,402.74","237,900,402.74","2,683,289.00","88.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"ORA","ORMAT TECH INC","EQUITY","Utilities","Equity","236,633,317.20","236,633,317.20","1,965,393.00","120.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"CRUS","CIRRUS LOGIC INC","EQUITY","Information Technology","Equity","234,391,591.20","234,391,591.20","1,650,064.00","142.05","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"WFRD","WEATHERFORD INTERNATIONAL PLC","EQUITY","Energy","Equity","233,558,847.10","233,558,847.10","2,319,353.00","100.70","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"AXTA","AXALTA COATING SYSTEMS LTD","EQUITY","Materials","Equity","233,095,753.35","233,095,753.35","6,898,365.00","33.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"SEIC","SEI INVESTMENTS","EQUITY","Financials","Equity","232,677,850.35","232,677,850.35","3,008,895.00","77.33","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"CELH","CELSIUS HOLDINGS INC","EQUITY","Consumer Staples","Equity","229,406,499.03","229,406,499.03","5,167,977.00","44.39","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"LEA","LEAR CORP","EQUITY","Consumer Discretionary","Equity","229,327,384.44","229,327,384.44","1,677,228.00","136.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"ACI","ALBERTSONS COMPANY INC CLASS A","EQUITY","Consumer Staples","Equity","229,299,615.93","229,299,615.93","12,788,601.00","17.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"HXL","HEXCEL CORP","EQUITY","Industrials","Equity","228,959,167.95","228,959,167.95","2,574,021.00","88.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"PB","PROSPERITY BANCSHARES INC","EQUITY","Financials","Equity","228,797,748.27","228,797,748.27","3,071,523.00","74.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"H","HYATT HOTELS CORP CLASS A","EQUITY","Consumer Discretionary","Equity","228,618,144.70","228,618,144.70","1,352,210.00","169.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"FCFS","FIRSTCASH HOLDINGS INC","EQUITY","Financials","Equity","228,566,884.00","228,566,884.00","1,255,862.00","182.00","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","228,160,170.50","228,160,170.50","1,982,450.00","115.09","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"VOYA","VOYA FINANCIAL INC","EQUITY","Financials","Equity","228,013,480.50","228,013,480.50","3,077,105.00","74.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"RGEN","REPLIGEN CORP","EQUITY","Health Care","Equity","226,925,420.58","226,925,420.58","1,710,966.00","132.63","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"AM","ANTERO MIDSTREAM CORP","EQUITY","Energy","Equity","225,417,515.79","225,417,515.79","10,780,369.00","20.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"CBSH","COMMERCE BANCSHARES INC","EQUITY","Financials","Equity","225,361,559.50","225,361,559.50","4,181,105.00","53.90","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"STAG","STAG INDUSTRIAL REIT INC","EQUITY","Real Estate","Equity","225,118,747.04","225,118,747.04","6,038,593.00","37.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"NOV","NOV INC","EQUITY","Energy","Equity","224,092,498.00","224,092,498.00","11,794,342.00","19.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"AAON","AAON INC","EQUITY","Industrials","Equity","222,338,023.11","222,338,023.11","2,188,151.00","101.61","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"TKR","TIMKEN","EQUITY","Industrials","Equity","220,033,255.35","220,033,255.35","2,049,681.00","107.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"SLAB","SILICON LABORATORIES INC","EQUITY","Information Technology","Equity","219,904,173.00","219,904,173.00","1,062,339.00","207.00","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"GATX","GATX CORP","EQUITY","Industrials","Equity","219,656,568.08","219,656,568.08","1,154,386.00","190.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"FAF","FIRST AMERICAN FINANCIAL CORP","EQUITY","Financials","Equity","217,926,802.48","217,926,802.48","3,294,932.00","66.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"NXST","NEXSTAR MEDIA GROUP INC","EQUITY","Communication","Equity","216,857,105.44","216,857,105.44","921,698.00","235.28","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"ENS","ENERSYS","EQUITY","Industrials","Equity","216,197,249.80","216,197,249.80","1,193,405.00","181.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"UFPI","UFP INDUSTRIES INC","EQUITY","Industrials","Equity","215,589,121.65","215,589,121.65","1,883,697.00","114.45","United States","NASDAQ","USD","1.00","USD","-","0.19","0.20"
"VFC","VF CORP","EQUITY","Consumer Discretionary","Equity","214,164,306.18","214,164,306.18","10,612,701.00","20.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"SFM","SPROUTS FARMERS MARKET INC","EQUITY","Consumer Staples","Equity","212,931,296.62","212,931,296.62","3,148,474.00","67.63","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"KEX","KIRBY CORP","EQUITY","Industrials","Equity","212,730,223.86","212,730,223.86","1,752,597.00","121.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"CHE","CHEMED CORP","EQUITY","Health Care","Equity","212,485,388.40","212,485,388.40","457,992.00","463.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"GBCI","GLACIER BANCORP INC","EQUITY","Financials","Equity","212,432,201.96","212,432,201.96","4,159,628.00","51.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"MUSA","MURPHY USA INC","EQUITY","Consumer Discretionary","Equity","212,141,000.97","212,141,000.97","551,259.00","384.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"ALK","ALASKA AIR GROUP INC","EQUITY","Industrials","Equity","208,867,127.08","208,867,127.08","3,750,532.00","55.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"BROS","DUTCH BROS INC CLASS A","EQUITY","Consumer Discretionary","Equity","208,743,505.74","208,743,505.74","4,107,507.00","50.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"FNB","FNB CORP","EQUITY","Financials","Equity","207,288,390.30","207,288,390.30","11,580,357.00","17.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"TMHC","TAYLOR MORRISON HOME CORP","EQUITY","Consumer Discretionary","Equity","206,884,414.36","206,884,414.36","3,159,988.00","65.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"VLY","VALLEY NATIONAL","EQUITY","Financials","Equity","206,242,355.20","206,242,355.20","15,506,944.00","13.30","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"CAVA","CAVA GROUP INC","EQUITY","Consumer Discretionary","Equity","205,162,668.81","205,162,668.81","3,225,321.00","63.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"ESNT","ESSENT GROUP LTD","EQUITY","Financials","Equity","205,167,403.44","205,167,403.44","3,125,646.00","65.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"HQY","HEALTHEQUITY INC","EQUITY","Health Care","Equity","203,955,006.90","203,955,006.90","2,785,890.00","73.21","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"STWD","STARWOOD PROPERTY TRUST REIT INC","EQUITY","Financials","Equity","203,399,859.26","203,399,859.26","11,256,218.00","18.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"RYN","RAYONIER REIT INC","EQUITY","Real Estate","Equity","202,019,461.15","202,019,461.15","8,982,635.00","22.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"AVTR","AVANTOR INC","EQUITY","Health Care","Equity","201,506,207.34","201,506,207.34","22,046,631.00","9.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"WING","WINGSTOP INC","EQUITY","Consumer Discretionary","Equity","201,270,944.00","201,270,944.00","898,531.00","224.00","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"UBSI","UNITED BANKSHARES INC","EQUITY","Financials","Equity","199,220,384.10","199,220,384.10","4,529,795.00","43.98","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"GAP","GAP INC","EQUITY","Consumer Discretionary","Equity","198,995,996.80","198,995,996.80","7,318,720.00","27.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"HR","HEALTHCARE REALTY TRUST INC CLASS","EQUITY","Real Estate","Equity","198,860,198.13","198,860,198.13","11,369,937.00","17.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"MTG","MGIC INVESTMENT CORP","EQUITY","Financials","Equity","198,375,336.90","198,375,336.90","7,234,695.00","27.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"CLF","CLEVELAND CLIFFS INC","EQUITY","Materials","Equity","198,215,942.56","198,215,942.56","18,421,556.00","10.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"CART","MAPLEBEAR INC","EQUITY","Consumer Staples","Equity","197,524,677.96","197,524,677.96","5,942,379.00","33.24","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"VNT","VONTIER CORP","EQUITY","Information Technology","Equity","197,525,622.00","197,525,622.00","4,691,820.00","42.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"THG","HANOVER INSURANCE GROUP INC","EQUITY","Financials","Equity","197,258,843.81","197,258,843.81","1,150,667.00","171.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"MASI","MASIMO CORP","EQUITY","Health Care","Equity","196,283,396.64","196,283,396.64","1,476,259.00","132.96","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"CHDN","CHURCHILL DOWNS INC","EQUITY","Consumer Discretionary","Equity","194,568,197.52","194,568,197.52","2,141,878.00","90.84","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"JHG","JANUS HENDERSON GROUP PLC","EQUITY","Financials","Equity","194,010,120.95","194,010,120.95","3,996,089.00","48.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"THO","THOR INDUSTRIES INC","EQUITY","Consumer Discretionary","Equity","193,278,423.08","193,278,423.08","1,701,844.00","113.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"LPX","LOUISIANA PACIFIC CORP","EQUITY","Materials","Equity","192,397,040.75","192,397,040.75","2,049,175.00","93.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"BDC","BELDEN INC","EQUITY","Information Technology","Equity","191,773,560.71","191,773,560.71","1,270,781.00","150.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"POR","PORTLAND GENERAL ELECTRIC","EQUITY","Utilities","Equity","190,957,777.50","190,957,777.50","3,637,291.00","52.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"HWC","HANCOCK WHITNEY CORP","EQUITY","Financials","Equity","190,902,396.37","190,902,396.37","2,703,617.00","70.61","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
