iShares Core S&P Mid-Cap ETF
Fund Holdings as of,"Feb 12, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"1,563,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"WH","WYNDHAM HOTELS RESORTS INC","EQUITY","Consumer Discretionary","Equity","189,773,638.24","189,773,638.24","2,443,018.00","77.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"AMKR","AMKOR TECHNOLOGY INC","EQUITY","Information Technology","Equity","189,686,731.08","189,686,731.08","3,676,812.00","51.59","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"M","MACYS INC","EQUITY","Consumer Discretionary","Equity","189,530,832.41","189,530,832.41","8,682,127.00","21.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"G","GENPACT LTD","EQUITY","Industrials","Equity","188,261,721.95","188,261,721.95","5,184,845.00","36.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"TXNM","TXNM ENERGY INC","EQUITY","Utilities","Equity","187,962,735.60","187,962,735.60","3,169,692.00","59.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"SARO","STANDARDAERO","EQUITY","Industrials","Equity","187,399,099.50","187,399,099.50","6,242,475.00","30.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"VAL","VALARIS LTD","EQUITY","Energy","Equity","185,988,724.83","185,988,724.83","2,092,347.00","88.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"RLI","RLI CORP","EQUITY","Financials","Equity","185,392,315.29","185,392,315.29","2,969,603.00","62.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"CHRD","CHORD ENERGY CORP","EQUITY","Energy","Equity","182,848,482.08","182,848,482.08","1,838,782.00","99.44","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"AN","AUTONATION INC","EQUITY","Consumer Discretionary","Equity","182,736,047.20","182,736,047.20","884,492.00","206.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"OLED","UNIVERSAL DISPLAY CORP","EQUITY","Information Technology","Equity","181,248,013.03","181,248,013.03","1,429,739.00","126.77","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"BC","BRUNSWICK CORP","EQUITY","Consumer Discretionary","Equity","181,211,632.35","181,211,632.35","2,102,955.00","86.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"SWX","SOUTHWEST GAS HOLDINGS INC","EQUITY","Utilities","Equity","180,949,421.72","180,949,421.72","2,077,252.00","87.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"BKH","BLACK HILLS CORP","EQUITY","Utilities","Equity","178,665,783.76","178,665,783.76","2,440,456.00","73.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"MTDR","MATADOR RESOURCES","EQUITY","Energy","Equity","176,926,998.92","176,926,998.92","3,777,263.00","46.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"CHWY","CHEWY INC CLASS A","EQUITY","Consumer Discretionary","Equity","176,768,823.28","176,768,823.28","7,277,432.00","24.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"OPCH","OPTION CARE HEALTH INC","EQUITY","Health Care","Equity","176,717,311.65","176,717,311.65","5,132,655.00","34.43","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"NJR","NEW JERSEY RESOURCES CORP","EQUITY","Utilities","Equity","174,555,957.18","174,555,957.18","3,248,157.00","53.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"HOMB","HOME BANCSHARES INC","EQUITY","Financials","Equity","174,178,928.07","174,178,928.07","5,910,381.00","29.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"AVT","AVNET INC","EQUITY","Information Technology","Equity","173,459,101.52","173,459,101.52","2,629,762.00","65.96","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"BCO","BRINKS","EQUITY","Industrials","Equity","173,413,955.13","173,413,955.13","1,343,357.00","129.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"GNTX","GENTEX CORP","EQUITY","Consumer Discretionary","Equity","172,880,926.02","172,880,926.02","7,079,481.00","24.42","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"SR","SPIRE INC","EQUITY","Utilities","Equity","172,401,760.41","172,401,760.41","1,908,577.00","90.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"KRG","KITE REALTY GROUP TRUST REIT","EQUITY","Real Estate","Equity","171,939,770.80","171,939,770.80","7,000,805.00","24.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"BIO","BIO RAD LABORATORIES INC CLASS A","EQUITY","Health Care","Equity","171,918,104.30","171,918,104.30","587,915.00","292.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"SIGI","SELECTIVE INSURANCE GROUP INC","EQUITY","Financials","Equity","171,422,134.56","171,422,134.56","1,953,306.00","87.76","United States","NASDAQ","USD","1.00","USD","-","0.15","0.16"
"CNX","CNX RESOURCES CORP","EQUITY","Energy","Equity","171,121,090.25","171,121,090.25","4,359,773.00","39.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"POST","POST HOLDINGS INC","EQUITY","Consumer Staples","Equity","170,650,579.28","170,650,579.28","1,545,608.00","110.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","EQUITY","Industrials","Equity","170,099,404.90","170,099,404.90","4,710,590.00","36.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"WEX","WEX INC","EQUITY","Financials","Equity","169,233,132.75","169,233,132.75","1,108,635.00","152.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"ULS","UL SOLUTIONS INC CLASS A","EQUITY","Industrials","Equity","167,924,379.34","167,924,379.34","2,433,334.00","69.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"ALGM","ALLEGRO MICROSYSTEMS INC","EQUITY","Information Technology","Equity","167,757,458.14","167,757,458.14","4,010,458.00","41.83","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"OZK","BANK OZK","EQUITY","Financials","Equity","167,346,154.56","167,346,154.56","3,423,612.00","48.88","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"CROX","CROCS INC","EQUITY","Consumer Discretionary","Equity","165,288,248.10","165,288,248.10","1,678,735.00","98.46","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"OGS","ONE GAS INC","EQUITY","Utilities","Equity","164,945,941.68","164,945,941.68","1,940,084.00","85.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"KBR","KBR INC","EQUITY","Industrials","Equity","164,862,444.45","164,862,444.45","4,106,163.00","40.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"BSY","BENTLEY SYSTEMS INC CLASS B","EQUITY","Information Technology","Equity","164,214,722.10","164,214,722.10","4,815,681.00","34.10","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"WHR","WHIRLPOOL CORP","EQUITY","Consumer Discretionary","Equity","164,144,508.37","164,144,508.37","1,815,557.00","90.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"SON","SONOCO PRODUCTS","EQUITY","Materials","Equity","163,611,910.80","163,611,910.80","3,189,316.00","51.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"SBRA","SABRA HEALTH CARE REIT INC","EQUITY","Real Estate","Equity","163,271,295.00","163,271,295.00","8,062,780.00","20.25","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"HLNE","HAMILTON LANE INC CLASS A","EQUITY","Financials","Equity","162,725,175.72","162,725,175.72","1,322,109.00","123.08","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","EQUITY","Financials","Equity","162,620,879.54","162,620,879.54","3,664,283.00","44.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"SLM","SLM CORP","EQUITY","Financials","Equity","162,555,391.92","162,555,391.92","6,565,242.00","24.76","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"NOVT","NOVANTA INC","EQUITY","Information Technology","Equity","161,133,875.67","161,133,875.67","1,156,823.00","139.29","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"MAT","MATTEL INC","EQUITY","Consumer Discretionary","Equity","159,287,634.05","159,287,634.05","10,049,693.00","15.85","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"MTN","VAIL RESORTS INC","EQUITY","Consumer Discretionary","Equity","159,180,851.14","159,180,851.14","1,162,498.00","136.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"FCN","FTI CONSULTING INC","EQUITY","Industrials","Equity","157,465,399.63","157,465,399.63","978,593.00","160.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"VVV","VALVOLINE INC","EQUITY","Consumer Discretionary","Equity","154,871,921.52","154,871,921.52","4,110,189.00","37.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"BYD","BOYD GAMING CORP","EQUITY","Consumer Discretionary","Equity","153,603,174.78","153,603,174.78","1,869,334.00","82.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"VNO","VORNADO REALTY TRUST REIT","EQUITY","Real Estate","Equity","153,104,216.30","153,104,216.30","5,216,498.00","29.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"NVST","ENVISTA HOLDINGS CORP","EQUITY","Health Care","Equity","152,961,545.31","152,961,545.31","5,316,703.00","28.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"LSTR","LANDSTAR SYSTEM INC","EQUITY","Industrials","Equity","152,542,400.80","152,542,400.80","1,110,530.00","137.36","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"PATH","UIPATH INC CLASS A","EQUITY","Information Technology","Equity","152,491,119.30","152,491,119.30","13,639,635.00","11.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"BBWI","BATH AND BODY WORKS INC","EQUITY","Consumer Discretionary","Equity","152,410,888.98","152,410,888.98","6,667,143.00","22.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"EXLS","EXLSERVICE HOLDINGS INC","EQUITY","Industrials","Equity","152,358,065.01","152,358,065.01","5,131,629.00","29.69","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"NEU","NEWMARKET CORP","EQUITY","Materials","Equity","150,565,732.37","150,565,732.37","252,149.00","597.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"TNL","TRAVEL LEISURE","EQUITY","Consumer Discretionary","Equity","150,213,050.14","150,213,050.14","2,079,937.00","72.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"KNF","KNIFE RIVER CORP","EQUITY","Materials","Equity","149,280,495.39","149,280,495.39","1,832,337.00","81.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.14"
"TCBI","TEXAS CAPITAL BANCSHARES INC","EQUITY","Financials","Equity","148,827,537.52","148,827,537.52","1,475,878.00","100.84","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"PCTY","PAYLOCITY HOLDING CORP","EQUITY","Industrials","Equity","148,418,312.00","148,418,312.00","1,424,360.00","104.20","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"TREX","TREX INC","EQUITY","Industrials","Equity","147,916,384.25","147,916,384.25","3,468,145.00","42.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"LNTH","LANTHEUS HOLDINGS INC","EQUITY","Health Care","Equity","147,353,822.08","147,353,822.08","2,144,264.00","68.72","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"ASB","ASSOCIATED BANCORP","EQUITY","Financials","Equity","145,698,971.60","145,698,971.60","5,286,610.00","27.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"DUOL","DUOLINGO INC CLASS A","EQUITY","Consumer Discretionary","Equity","144,973,203.30","144,973,203.30","1,293,826.00","112.05","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"ELF","ELF BEAUTY INC","EQUITY","Consumer Staples","Equity","143,339,904.58","143,339,904.58","1,928,426.00","74.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"MUR","MURPHY OIL CORP","EQUITY","Energy","Equity","142,738,689.80","142,738,689.80","4,338,562.00","32.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"EPR","EPR PROPERTIES REIT","EQUITY","Real Estate","Equity","141,146,288.01","141,146,288.01","2,461,997.00","57.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"FFIN","FIRST FINANCIAL BANKSHARES INC","EQUITY","Financials","Equity","140,911,177.44","140,911,177.44","4,213,851.00","33.44","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"LOPE","GRAND CANYON EDUCATION INC","EQUITY","Consumer Discretionary","Equity","140,529,837.28","140,529,837.28","893,501.00","157.28","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"ANF","ABERCROMBIE AND FITCH CLASS A","EQUITY","Consumer Discretionary","Equity","139,908,214.80","139,908,214.80","1,522,065.00","91.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"SLGN","SILGAN HOLDINGS INC","EQUITY","Materials","Equity","137,940,510.72","137,940,510.72","2,835,948.00","48.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"DBX","DROPBOX INC CLASS A","EQUITY","Information Technology","Equity","137,050,639.20","137,050,639.20","5,639,944.00","24.30","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"NWE","NORTHWESTERN ENERGY GROUP INC","EQUITY","Utilities","Equity","136,584,471.12","136,584,471.12","1,985,528.00","68.79","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"MSM","MSC INDUSTRIAL INC CLASS A","EQUITY","Industrials","Equity","136,145,475.96","136,145,475.96","1,479,199.00","92.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"WMG","WARNER MUSIC GROUP CORP CLASS A","EQUITY","Communication","Equity","134,678,144.15","134,678,144.15","4,717,273.00","28.55","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"BRKR","BRUKER CORP","EQUITY","Health Care","Equity","134,530,815.32","134,530,815.32","3,586,532.00","37.51","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"MMS","MAXIMUS INC","EQUITY","Industrials","Equity","134,302,789.53","134,302,789.53","1,822,043.00","73.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"KBH","KB HOME","EQUITY","Consumer Discretionary","Equity","133,946,311.20","133,946,311.20","2,094,220.00","63.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"FLG","FLAGSTAR BANK NATIONAL ASSOCIATION","EQUITY","Financials","Equity","133,767,926.00","133,767,926.00","9,679,300.00","13.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"BILL","BILL HOLDINGS INC","EQUITY","Information Technology","Equity","133,653,085.66","133,653,085.66","2,882,318.00","46.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"CNO","CNO FINANCIAL GROUP INC","EQUITY","Financials","Equity","133,201,108.80","133,201,108.80","3,083,359.00","43.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"CBT","CABOT CORP","EQUITY","Materials","Equity","131,879,654.54","131,879,654.54","1,720,319.00","76.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"DLB","DOLBY LABORATORIES INC CLASS A","EQUITY","Information Technology","Equity","131,702,753.70","131,702,753.70","1,978,410.00","66.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"APPF","APPFOLIO INC CLASS A","EQUITY","Information Technology","Equity","131,263,308.23","131,263,308.23","746,111.00","175.93","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"FHI","FEDERATED HERMES INC CLASS B","EQUITY","Financials","Equity","129,752,184.90","129,752,184.90","2,389,543.00","54.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"IBOC","INTERNATIONAL BANCSHARES CORP","EQUITY","Financials","Equity","126,615,436.80","126,615,436.80","1,748,832.00","72.40","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"CVLT","COMMVAULT SYSTEMS INC","EQUITY","Information Technology","Equity","124,480,197.00","124,480,197.00","1,425,890.00","87.30","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","EQUITY","Industrials","Equity","124,191,708.65","124,191,708.65","1,488,217.00","83.45","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"AVNT","AVIENT CORP","EQUITY","Materials","Equity","123,880,625.12","123,880,625.12","2,960,818.00","41.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"IRT","INDEPENDENCE REALTY INC TRUST","EQUITY","Real Estate","Equity","122,970,026.07","122,970,026.07","7,719,399.00","15.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"IPGP","IPG PHOTONICS CORP","EQUITY","Information Technology","Equity","122,784,901.00","122,784,901.00","817,204.00","150.25","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"QLYS","QUALYS INC","EQUITY","Information Technology","Equity","121,498,765.50","121,498,765.50","1,159,450.00","104.79","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"PEGA","PEGASYSTEMS INC","EQUITY","Information Technology","Equity","120,291,549.84","120,291,549.84","2,963,576.00","40.59","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","EQUITY","Financials","Equity","119,222,025.78","119,222,025.78","2,184,754.00","54.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"YETI","YETI HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","119,126,018.35","119,126,018.35","2,515,861.00","47.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"MORN","MORNINGSTAR INC","EQUITY","Financials","Equity","118,804,084.05","118,804,084.05","771,405.00","154.01","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"BHF","BRIGHTHOUSE FINANCIAL INC","EQUITY","Financials","Equity","118,478,183.98","118,478,183.98","1,848,622.00","64.09","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","EQUITY","Consumer Discretionary","Equity","118,282,082.07","118,282,082.07","109,947.00","1,075.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"CUZ","COUSINS PROPERTIES REIT INC","EQUITY","Real Estate","Equity","118,128,687.00","118,128,687.00","5,431,204.00","21.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"GPK","GRAPHIC PACKAGING HOLDING","EQUITY","Materials","Equity","116,518,247.34","116,518,247.34","9,542,854.00","12.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"SYNA","SYNAPTICS INC","EQUITY","Information Technology","Equity","116,076,147.66","116,076,147.66","1,260,738.00","92.07","United States","NASDAQ","USD","1.00","USD","-","0.10","0.11"
"CDP","COPT DEFENSE PROPERTIES","EQUITY","Real Estate","Equity","116,018,295.44","116,018,295.44","3,652,969.00","31.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.11"
"HRB","H&R BLOCK INC","EQUITY","Consumer Discretionary","Equity","115,855,280.32","115,855,280.32","4,088,048.00","28.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"PII","POLARIS INC","EQUITY","Consumer Discretionary","Equity","114,192,482.97","114,192,482.97","1,727,833.00","66.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"SHC","SOTERA HEALTH COMPANY","EQUITY","Health Care","Equity","113,798,868.45","113,798,868.45","6,705,885.00","16.97","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"LIVN","LIVANOVA PLC","EQUITY","Health Care","Equity","112,840,454.65","112,840,454.65","1,765,615.00","63.91","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"DOCS","DOXIMITY INC CLASS A","EQUITY","Health Care","Equity","109,762,091.81","109,762,091.81","4,442,011.00","24.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"EXPO","EXPONENT INC","EQUITY","Industrials","Equity","108,291,497.93","108,291,497.93","1,613,161.00","67.13","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"PSN","PARSONS CORP","EQUITY","Industrials","Equity","107,899,315.02","107,899,315.02","1,721,706.00","62.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"KRC","KILROY REALTY REIT CORP","EQUITY","Real Estate","Equity","106,671,528.81","106,671,528.81","3,519,351.00","30.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"WLK","WESTLAKE CORP","EQUITY","Materials","Equity","106,460,953.92","106,460,953.92","1,078,304.00","98.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"HIMS","HIMS HERS HEALTH INC CLASS A","EQUITY","Health Care","Equity","106,423,554.40","106,423,554.40","6,735,668.00","15.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"PVH","PVH CORP","EQUITY","Consumer Discretionary","Equity","106,041,059.25","106,041,059.25","1,555,995.00","68.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","EQUITY","Consumer Discretionary","Equity","105,688,920.96","105,688,920.96","596,304.00","177.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"MZTI","MARZETTI","EQUITY","Consumer Staples","Equity","103,963,587.42","103,963,587.42","657,706.00","158.07","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"RH","RH","EQUITY","Consumer Discretionary","Equity","97,047,734.68","97,047,734.68","497,018.00","195.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"SMG","SCOTTS MIRACLE GRO","EQUITY","Materials","Equity","95,990,020.94","95,990,020.94","1,437,622.00","66.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"OLN","OLIN CORP","EQUITY","Materials","Equity","94,763,334.48","94,763,334.48","3,690,161.00","25.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"ASH","ASHLAND INC","EQUITY","Materials","Equity","90,193,734.77","90,193,734.77","1,477,859.00","61.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"PBF","PBF ENERGY INC CLASS A","EQUITY","Energy","Equity","89,547,923.92","89,547,923.92","2,659,576.00","33.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"HGV","HILTON GRAND VACATIONS INC","EQUITY","Consumer Discretionary","Equity","87,749,127.84","87,749,127.84","1,936,212.00","45.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"HAE","HAEMONETICS CORP","EQUITY","Health Care","Equity","87,238,774.04","87,238,774.04","1,513,511.00","57.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"VC","VISTEON CORP","EQUITY","Consumer Discretionary","Equity","86,731,269.60","86,731,269.60","882,312.00","98.30","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"GT","GOODYEAR TIRE & RUBBER","EQUITY","Consumer Discretionary","Equity","86,424,112.78","86,424,112.78","9,253,117.00","9.34","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"EEFT","EURONET WORLDWIDE INC","EQUITY","Financials","Equity","85,843,525.60","85,843,525.60","1,264,264.00","67.90","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"CXT","CRANE NXT","EQUITY","Information Technology","Equity","85,427,302.00","85,427,302.00","1,596,772.00","53.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"KD","KYNDRYL HOLDINGS INC","EQUITY","Information Technology","Equity","83,809,517.40","83,809,517.40","7,390,610.00","11.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"XRAY","DENTSPLY SIRONA INC","EQUITY","Health Care","Equity","82,657,127.07","82,657,127.07","6,452,547.00","12.81","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"FLO","FLOWERS FOODS INC","EQUITY","Consumer Staples","Equity","77,503,157.20","77,503,157.20","6,828,472.00","11.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"CPRI","CAPRI HOLDINGS LTD","EQUITY","Consumer Discretionary","Equity","76,934,904.28","76,934,904.28","3,852,524.00","19.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","EQUITY","Real Estate","Equity","75,640,675.70","75,640,675.70","2,288,674.00","33.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"HOG","HARLEY DAVIDSON INC","EQUITY","Consumer Discretionary","Equity","75,255,359.30","75,255,359.30","3,820,069.00","19.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"PK","PARK HOTELS RESORTS INC","EQUITY","Real Estate","Equity","73,816,219.14","73,816,219.14","6,463,767.00","11.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"CHH","CHOICE HOTELS INTERNATIONAL INC","EQUITY","Consumer Discretionary","Equity","72,845,932.50","72,845,932.50","668,250.00","109.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"BRBR","BELLRING BRANDS INC","EQUITY","Consumer Staples","Equity","71,774,929.04","71,774,929.04","4,073,492.00","17.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"GEF","GREIF INC CLASS A","EQUITY","Materials","Equity","64,554,690.75","64,554,690.75","846,175.00","76.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"CAR","AVIS BUDGET GROUP INC","EQUITY","Industrials","Equity","63,635,329.00","63,635,329.00","546,226.00","116.50","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"KMPR","KEMPER CORP","EQUITY","Financials","Equity","61,301,330.30","61,301,330.30","1,893,185.00","32.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"SAM","BOSTON BEER INC CLASS A","EQUITY","Consumer Staples","Equity","61,277,708.80","61,277,708.80","248,692.00","246.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
